-7319, 1096, 109623
-7345, 1614, -1000023
-7347, 2521, -987323
-7355, 2515, -884923
-7402, 2634, -1000023
-7404, 2592, -1000023
-7430, -8972, 251523
-7430, 2515, -40123
-7430, 2515, 263823
-7430, 2521, -1000023
-7430, 2651, -884923
-7430, 2651, -885323
-7434, 2521, 263823
-7436, -7436, 263823
-7436, 2638, -1000023
-7436, 2638, -743623
-7436, 2638, -896623
-7436, 2638, 263823
-7436, 7758, -1000023
-7440, -9744, 251123
-7502, 2638, -1000023
-7658, 6767, -769223
-7690, 6767, -769223
-7692, 2638, -1000023
-7697, 2638, -1000023
-7697, 2644, -1000023
-774, 2638, -1000023
-7758, 2515, -884923
-780, 2583, -1000023
-780, 2638, -1000023
-7854, 8934, -1000023
-7944, -7944, 422523
-8161, 8176, -1000023
-8270, 659, 267423
-8337, 2415, -1000023
-8337, 7758, -1000023
-8354, -8849, 251523
-8460, 2524, -1000023
-8460, 2638, -1000023
-8460, 2638, -896623
-8460, 2927, -1000023
-8721, 2581, 799023
-8726, 2638, -1000023
-8747, 8851, 885123
-8754, -8972, 252123
-8755, 2515, 263823
-8767, 2638, -990323
-8804, 2568, -1000023
-8808, 2521, -1000023
-8811, 2638, -1000023
-8833, 2515, -743623
-8834, 6493, 649323
-8837, -8837, 943823
-8846, 3409, 340923
-8848, -8972, 263823
-8849, -6801, 263823
-8849, -7273, 251523
-8849, -7313, 251523
-8849, -8849, 251523
-8849, -8849, 263323
-8849, -8849, 263823
-8849, -8968, 251523
-8849, -8972, 251523
-8849, -8972, 263823
-8849, -9996, 263823
-8849, 2198, -1000023
-8849, 2426, 242623
-8849, 2511, -1000023
-8849, 2511, -733223
-8849, 2511, -999023
-8849, 2511, -999923
-8849, 2513, -1000023
-8849, 2515, -1000023
-8849, 2515, -743623
-8849, 2515, -884923
-8849, 2515, -897223
-8849, 2515, -987323
-8849, 2515, 254723
-8849, 2515, 262223
-8849, 2515, 263823
-8849, 2521, -1000023
-8849, 2521, -731323
-8849, 2521, -897223
-8849, 2521, 251523
-8849, 2521, 252123
-8849, 2521, 257023
-8849, 2521, 959623
-8849, 2537, -1000023
-8849, 2546, -1000023
-8849, 2546, -987323
-8849, 2579, -680123
-8849, 2579, -884923
-8849, 2608, -1000023
-8849, 2611, -430123
-8849, 2633, -1000023
-8849, 2633, -995923
-8849, 2634, -1000023
-8849, 2638, -1000023
-8849, 2638, -884923
-8849, 2638, -894023
-8849, 2638, -896623
-8849, 2638, -897223
-8849, 2638, -897723
-8849, 2638, -987323
-8849, 2638, 251523
-8849, 2638, 263823
-8849, 2668, -1000023
-8849, 2689, -425623
-8849, 2710, -1000023
-8849, 2766, -446823
-8849, 2766, -974523
-8849, 2927, -1000023
-8849, 3183, -1000023
-8849, 3183, -999023
-8849, 5743, -979523
-8849, 6255, -987323
-8849, 9005, -1000023
-8849, 9005, 303323
-8850, 2515, -987323
-8855, 1096, 109623
-8855, 2537, -331823
-8855, 2537, -334423
-8857, 2766, -987323
-8859, 2521, -987323
-8865, 2638, -987323
-8865, 2766, -974523
-8873, 2638, -996523
-8892, -7313, 251523
-8904, 2638, -1000023
-8912, 2766, -446823
-8917, 2638, -987323
-8918, 2638, -1000023
-8931, 2638, -897223
-8933, 2638, -1000023
-8933, 2638, -999023
-8934, -8849, 50523
-8934, 2804, 263023
-8935, 2638, -1000023
-8936, -8849, 251523
-8937, 1614, -1000023
-8940, 2638, -1000023
-8945, 2638, -1000023
-8956, -7430, 263823
-8965, 2607, -1000023
-8966, -4684, 251523
-8966, -4688, 251523
-8966, 2515, -884923
-8966, 2515, 149123
-8966, 2521, -1000023
-8966, 2585, -1000023
-8966, 2638, -1000023
-8970, 2461, 294023
-8970, 2515, -833723
-8972, -5075, 187023
-8972, -7313, 251523
-8972, -7430, 263823
-8972, -8849, 251523
-8972, -8849, 255823
-8972, -8849, 275823
-8972, -8849, 617523
-8972, -8972, 263823
-8972, -9100, 263823
-8972, -9204, 251523
-8972, 2036, 263823
-8972, 2515, -1000023
-8972, 2515, -884923
-8972, 2515, -987323
-8972, 2515, -988123
-8972, 2515, 263823
-8972, 2521, -1000023
-8972, 2521, -606623
-8972, 2521, 251523
-8972, 2521, 263823
-8972, 2546, -884923
-8972, 2562, 310723
-8972, 2631, -987323
-8972, 2634, -1000023
-8972, 2634, 252123
-8972, 2635, 263823
-8972, 2637, -1000023
-8972, 2637, -995823
-8972, 2637, 251523
-8972, 2638, -1000023
-8972, 2638, -446823
-8972, 2638, -448223
-8972, 2638, -455923
-8972, 2638, -743023
-8972, 2638, -743623
-8972, 2638, -884923
-8972, 2638, -896623
-8972, 2638, -897223
-8972, 2638, -987323
-8972, 2638, -987723
-8972, 2638, -990323
-8972, 2638, -995023
-8972, 2638, -999023
-8972, 2638, 252423
-8972, 2638, 263823
-8972, 2638, 59023
-8972, 2640, 263023
-8972, 2766, -446823
-8972, 2766, -498023
-8972, 2894, -1000023
-8972, 2894, 263823
-8972, 2927, -987323
-8972, 367, -987323
-8972, 6511, 251523
-8972, 6511, 263823
-8975, 2638, -1000023
-9105, 2511, -1000023
-913, -8849, 263823
-9534, 3968, 401323
-9596, 2515, -886523
-9617, 2415, -1000023
-9749, 458, -1000023
-9749, 458, -987223
-9762, -9740, 263023
-9865, -9856, 226623
-9869, 3666, 366623
-9873, -8972, 263823
-9873, 2521, -1000023
-9873, 2629, 32523
-9873, 879, -1000023
-9906, 2633, -1000023
-9968, -10000, 251123
-9984, 4592, -974523
-9985, 1978, -884923
-9985, 2474, -1000023
-9990, 2521, -1000023
-9990, 2638, -1000023
-9991, -657, 602423
-9996, -9906, 263323
-9996, 2507, 251523
-9996, 2511, -1000023
-9996, 2515, -884923
-9996, 2638, -1000023
-9996, 718, -446823
-9998, -10000, 263823
-9999, 2515, -872123
-9999, 2638, -1000023
-9999, 3162, -1000023
1011, -9229, -999023
1012, -10000, -1000023
1012, -8849, -987323
1018, -10000, -1000023
1018, -9995, -1000023
1051, 1051, -1000023
1051, 1051, -999023
106, 3152, -731323
1073, -10000, -1000023
1096, 1096, -897223
1096, 1096, 109623
1102, -10000, -1000023
111, 5108, -897223
113, -1745, 303323
1135, -10000, -1000023
1135, -9873, -1000023
1141, 1141, 114123
117, 3369, -994323
117, 3567, -446823
117, 4649, -994323
1178, 1141, 114123
1241, -10000, -1000023
1267, -10000, -1000023
1272, -8853, -987323
1308, 1308, 130823
1353, 1353, 135323
1358, -10000, -1000023
1391, -9873, -1000023
1391, 2554, -1000023
1398, -7240, 139823
1398, 1398, 139823
1486, -4468, -1000023
1486, -4719, -884923
1486, -7436, -884923
1487, -10000, -1000023
1489, -9873, -1000023
1491, -9873, -1000023
1524, 2638, -1000023
1524, 2766, -1000023
1553, 2766, -1000023
1565, 1565, -884923
1565, 1565, 156523
1614, -10000, -1000023
1614, -7313, -897223
1647, -10000, -1000023
1647, -9745, -1000023
1647, -9873, -1000023
1655, 1655, 165523
1742, -4468, -446823
1776, -10000, -1000023
1780, 2638, -1000023
1793, -9873, -1000023
1801, 2927, -1000023
1822, -10000, -1000023
1822, 1822, 182223
1848, -10000, -1000023
1867, 1867, 186723
1870, -10000, -1000023
1870, -9779, -1000023
1903, -10000, -1000023
1903, -9873, -1000023
1903, 2604, -1000023
1912, -9798, -1000023
1912, 1912, 191223
1933, -9823, -1000023
1933, -9873, -1000023
2
2005, -10000, -1000023
2031, -4714, -974523
2079, -9926, -1000023
2079, 2079, 207923
2091, -9926, -1000023
2124, 2124, 212423
2126, -10000, -1000023
2126, -4468, -446823
2126, -4468, -471323
2128, -10000, -1000023
2148, -10000, -1000023
2148, -4468, -446823
2169, 2169, 197623
2169, 2169, 216923
2232, -10000, -1000023
2237, -10000, -1000023
2259, -9873, -1000023
2259, 2511, -999923
2259, 2638, -987323
23, 23, -1623
23, 23, 2323
2348, -10000, -1000023
2349, -8972, 251523
2349, -9873, -1000023
2381, -7290, -1000023
2381, 2265, -985023
2381, 2265, -999023
2382, -10000, -1000023
2382, -8972, 593423
2382, 2638, -1000023
2415, -10000, -1000023
2415, -6916, -691623
2415, 2415, -1000023
2426, 2426, 242623
2426, 2477, -446823
244, -8849, -975023
244, -8849, -987323
2478, -10000, -970223
2478, -10000, -973423
2506, -5618, -27623
2511, -10000, -1000023
2511, -10000, 382423
2511, -9617, -1000023
2511, -9617, -999023
2511, -9681, -999023
2511, -9873, -1000023
2511, -9999, -1000023
2512, -10000, -987323
2512, -9743, -974323
2512, -9873, -1000023
2514, -10000, -1000023
2515, -10000, -1000023
2515, -10000, -987323
2515, -4719, 263823
2515, -5671, -1000023
2515, -6801, -987323
2515, -6801, 253323
2515, -7313, -1000023
2515, -7313, -743623
2515, -7313, -897223
2515, -7313, 263823
2515, -7436, 263823
2515, -7685, -1000023
2515, -8849, -1000023
2515, -8849, -446823
2515, -8849, -884923
2515, -8849, -897223
2515, -8849, -982823
2515, -8849, -986823
2515, -8849, -987123
2515, -8849, -987323
2515, -8849, -987723
2515, -8849, -993723
2515, -8849, -994823
2515, -8849, -995323
2515, -8849, 251523
2515, -8849, 252123
2515, -8849, 254323
2515, -8849, 255323
2515, -8849, 257523
2515, -8849, 258023
2515, -8849, 263823
2515, -8849, 276323
2515, -8849, 292723
2515, -8851, -885123
2515, -8898, -995523
2515, -8913, -987323
2515, -8913, -990923
2515, -8917, 516323
2515, -8966, -567123
2515, -8972, -987323
2515, -8972, 238223
2515, -8972, 251523
2515, -8972, 263823
2515, -9361, -743623
2515, -9460, -1000023
2515, -9745, -1000023
2515, -9871, -1000023
2515, -9873, -1000023
2515, -9905, -1000023
2515, -9939, -1000023
2515, -9942, -1000023
2515, -9959, -1000023
2515, -9990, -1000023
2515, -9996, -1000023
2515, 244, 238223
2515, 2515, -1000023
2515, 2515, -743623
2515, 2515, -884923
2515, 2515, -994223
2515, 2521, 272023
2515, 2557, -1000023
2515, 2638, -1000023
2515, 2638, -897223
2515, 2638, -987323
2515, 2638, -999023
2515, 367, 251523
2515, 3695, -1000023
2515, 4975, -987323
2515, 5656, -1000023
2517, -10000, -1000023
2518, -8972, 263823
2518, -9990, -1000023
2519, -9873, -1000023
2520, -9926, -1000023
2521, -10000, -1000023
2521, -5966, 263823
2521, -7313, -897223
2521, -8849, -1000023
2521, -8972, 263823
2521, -9745, -1000023
2521, -9865, -986523
2521, -9873, -1000023
2521, -9996, -1000023
2521, 1764, -715623
2521, 1771, -715623
2521, 2515, -1000023
2521, 2515, -833723
2521, 2515, -884923
2521, 2515, -891723
2521, 2515, -987323
2521, 2515, 139123
2521, 2515, 522923
2521, 2515, 523123
2521, 2515, 977123
2521, 2585, -1000023
2521, 6132, -884923
2522, -9873, -1000023
2523, -8849, 252123
2525, 2515, -884923
2525, 2515, -896623
2526, -4468, -446823
2530, 2937, -1000023
2534, -4089, -408923
2536, -4468, -446823
2537, -10000, -1000023
2537, -8849, 251523
2541, -9873, -1000023
2544, -10000, -1000023
2544, -7313, -897223
2545, -10000, -1000023
2546, -10000, -1000023
2546, -8839, -1000023
2547, -10000, -1000023
2547, -9873, -1000023
2548, -9748, -1000023
2549, -10000, -1000023
2550, -10000, -1000023
2551, -9873, -1000023
2552, -7313, -1000023
2552, -9873, -1000023
2553, -10000, -1000023
2553, -9873, -1000023
2553, -9965, -1000023
2553, -9990, -1000023
2554, -10000, -1000023
2554, -4468, -446823
2554, -8849, 251523
2554, -8972, 263823
2554, -9996, -1000023
2555, -4468, -446823
2555, -4724, -446823
2555, -8849, -987323
2555, -9873, -1000023
2557, -10000, -1000023
2558, -10000, -1000023
2559, -9873, -1000023
2561, -9863, -1000023
2561, -9864, -1000023
2561, -9873, -1000023
2564, -9873, -1000023
2569, -10000, -1000023
2570, -10000, -1000023
2570, -9873, -1000023
2570, -9889, -1000023
2572, 5677, 567723
2573, -9873, -1000023
2574, -10000, -1000023
2574, -9831, -1000023
2574, -9839, -1000023
2574, -9873, -1000023
2574, -9990, -1000023
2574, -9998, -1000023
2574, 2638, -1000023
2576, -8972, 263823
2576, 2521, 251523
2579, -10000, -1000023
2583, 8504, 850423
2583, 8504, 861123
2589, -9955, -995523
2593, -10000, -1000023
2593, 2593, 259323
2595, 2593, 259323
2599, -10000, -1000023
2602, -9748, -1000023
2604, -10000, -1000023
2606, -10000, -1000023
2607, -10000, -1000023
2607, -9873, -1000023
2622, -10000, -1000023
2622, -1581, -884923
2622, -6055, -605523
2622, -8972, 257023
2622, -9745, -1000023
2623, -1217, -121723
2623, -8849, -859323
2623, -8849, -884923
2626, -9873, -1000023
2626, 2556, -1000023
2629, -9747, -1000023
2630, -10000, -1000023
2630, 1912, 191223
2630, 3002, 191223
2630, 3514, 191223
2631, -9873, -1000023
2632, -10000, -1000023
2632, -6100, -609123
2632, -6100, -610023
2633, -10000, -1000023
2633, -9873, -1000023
2634, -10000, -1000023
2636, -10000, -1000023
2636, -9851, -1000023
2637, -10000, -1000023
2637, -5156, -987323
2637, -7284, -1000023
2637, -8849, -987323
2637, -9888, -1000023
2638, -10000, -1000023
2638, -10000, -974423
2638, -10000, -999623
2638, -1059, -1000023
2638, -3016, -301623
2638, -3318, -331823
2638, -4089, -408923
2638, -4301, -990023
2638, -4468, -446823
2638, -4468, -461523
2638, -5753, -575323
2638, -6573, -1000023
2638, -6614, -1000023
2638, -7057, -897223
2638, -7083, -708323
2638, -7155, -1000023
2638, -7185, -446823
2638, -7192, -1000023
2638, -7192, -876923
2638, -7192, 294023
2638, -7208, 294023
2638, -7263, 251523
2638, -7284, -1000023
2638, -7297, 675023
2638, -7303, -876123
2638, -7303, -897223
2638, -7313, -1000023
2638, -7313, -731323
2638, -7313, -743623
2638, -7313, -874323
2638, -7313, -884923
2638, -7313, -897223
2638, -7313, -999623
2638, -7313, 252123
2638, -7313, 263823
2638, -7349, -1000023
2638, -7377, -897223
2638, -7381, -992323
2638, -7391, -1000023
2638, -7391, 259323
2638, -7392, -1000023
2638, -7392, 259323
2638, -7416, -1000023
2638, -7436, -1000023
2638, -7436, -884923
2638, -7436, -987323
2638, -7440, -1000023
2638, -7440, -986323
2638, -7552, -755223
2638, -7763, -992323
2638, -7941, -1000023
2638, -8797, -884923
2638, -8849, -1000023
2638, -8849, -884923
2638, -8849, -987323
2638, -8849, -996823
2638, -8849, 251523
2638, -8850, 251523
2638, -8897, -987323
2638, -8898, 263823
2638, -8906, 263823
2638, -8927, -892723
2638, -8928, -884923
2638, -8928, 263823
2638, -8966, -1000023
2638, -8966, 251523
2638, -8967, 252823
2638, -8967, 263823
2638, -8968, -999423
2638, -8972, -1000023
2638, -8972, -987323
2638, -8972, 251123
2638, -8972, 251523
2638, -8972, 263823
2638, -9744, -1000023
2638, -9744, -446823
2638, -9745, -1000023
2638, -9752, -1000023
2638, -9753, -1000023
2638, -9762, -1000023
2638, -9768, -1000023
2638, -9802, -1000023
2638, -9809, -1000023
2638, -9831, -1000023
2638, -9834, -1000023
2638, -9843, -1000023
2638, -9851, -1000023
2638, -9862, -1000023
2638, -9865, -1000023
2638, -9873, -1000023
2638, -9878, -1000023
2638, -9888, -1000023
2638, -9895, -1000023
2638, -9903, -1000023
2638, -9904, -1000023
2638, -9905, -1000023
2638, -9907, -1000023
2638, -9911, -1000023
2638, -9926, -1000023
2638, -9936, -1000023
2638, -9939, -1000023
2638, -9942, -1000023
2638, -9943, -1000023
2638, -9950, -1000023
2638, -9953, -1000023
2638, -9954, -1000023
2638, -9957, -1000023
2638, -9958, -1000023
2638, -9962, -1000023
2638, -9963, -1000023
2638, -9964, -1000023
2638, -9965, -1000023
2638, -9967, -1000023
2638, -9988, -1000023
2638, -9989, -1000023
2638, -9990, -1000023
2638, -9992, -1000023
2638, -9994, -1000023
2638, -9996, -1000023
2638, -9996, 263823
2638, -9998, -1000023
2638, 1904, 289523
2638, 2198, -1000023
2638, 2336, 233623
2638, 2510, -1000023
2638, 2511, -999923
2638, 2515, -568123
2638, 2515, -884923
2638, 2515, -895423
2638, 2515, -897223
2638, 2515, -986823
2638, 2515, -990523
2638, 2517, -1000023
2638, 2521, -1000023
2638, 2521, -897223
2638, 2521, 272023
2638, 2550, -1000023
2638, 2560, -1000023
2638, 2622, -897223
2638, 2638, -1000023
2638, 2638, -446823
2638, 2638, -884923
2638, 2638, -979623
2638, 2638, -987323
2638, 2638, -996523
2638, 2638, -999023
2638, 2638, 251023
2638, 2638, 252123
2638, 2638, 263523
2638, 2638, 263823
2638, 2754, -755223
2638, 2802, -1000023
2638, 2802, -731323
2638, 283, -731323
2638, 3322, -91323
2638, 3322, 256323
2638, 3364, 336423
2638, 4437, 443723
2638, 5465, 546523
2638, 5934, 593423
2638, 6388, 123123
2638, 6388, 251123
2638, 7379, -987323
2638, 7635, -987323
2638, 8504, 850423
2638, 9275, 927523
2638, 9294, -1000023
2638, 9320, 932023
2638, 9456, -999023
2639, -7031, -987323
2640, -10000, -1000023
2640, -9996, -1000023
2642, -10000, -1000023
2643, -10000, -1000023
2643, -8849, 263823
2644, -9749, -1000023
2644, 2638, -987323
2647, -10000, -1000023
2649, -9862, -1000023
2649, 2512, -536323
2654, -10000, -1000023
2656, 7264, 726423
2658, -9873, -1000023
2662, -10000, -1000023
2662, -9873, -1000023
2671, -10000, -1000023
2671, -5876, -1000023
2671, -7190, -987323
2671, -9873, -1000023
2676, -1092, -1000023
2676, -7249, -1000023
2676, 2702, -1000023
2679, -6984, -1000023
2683, 2683, 248823
2683, 2683, 268323
2691, -10000, -1000023
2691, -3742, -374223
2692, -10000, -1000023
2694, -8972, 263823
2699, -10000, -1000023
2711, -10000, -1000023
2715, -10000, -1000023
2715, 2426, 242623
2717, -9955, -995523
2718, -10000, -1000023
2721, -9996, -1000023
2724, -9873, -1000023
2731, -10000, -1000023
2732, -10000, -1000023
2734, -10000, -744023
2735, -9873, -1000023
2735, -9889, -1000023
2737, 8080, -977423
2740, -10000, -1000023
2741, -9873, -1000023
2745, -9873, -1000023
2749, -9873, -1000023
2749, 2766, -446823
2749, 3695, -1000023
2751, -10000, -1000023
2753, -7809, -779623
2753, -7809, -780923
2754, -10000, -1000023
2754, -7552, -755223
2758, -10000, -1000023
2759, -8849, 224723
2759, -8849, 252123
2760, -5502, -987223
2760, -9873, -1000023
2760, 2511, -1000023
2763, -10000, -1000023
2763, 2515, -1000023
2764, -9873, -1000023
2766, -10000, -1000023
2766, -4468, -446823
2766, -4468, -447423
2766, -4468, -974523
2766, -4468, -987323
2766, -529, -446823
2766, -568, -446823
2766, -6614, -661423
2766, -7185, -446823
2766, -8721, -987323
2766, -9873, -1000023
2767, -10000, -1000023
2767, -5746, -987323
2776, 9622, 962223
2777, 2512, -536323
2802, -9878, -1000023
2804, -8849, 252123
2806, -10000, -1000023
2839, -5496, 315023
2850, 2850, 292923
2885, -10000, -1000023
2889, -10000, -1000023
2893, -10000, -1000023
2894, -10000, -1000023
2895, -10000, -1000023
2895, -3787, -378623
2895, -3787, -863423
2895, -3787, 931923
2895, -5619, 301923
2895, -9538, -1000023
2895, 2895, 289523
2896, -10000, -1000023
2896, -9953, -1000023
2896, 1655, 165523
2897, -10000, -1000023
2898, -10000, -1000023
2903, -9768, -1000023
2905, 2512, -536323
2927, -10000, -1000023
2927, -9873, -1000023
2927, 2515, -884923
2927, 2515, -885323
2940, 2940, 294023
2971, -6160, -1000023
3018, -467, -987323
3018, -5619, 545423
3018, -9868, -1000023
3027, -10000, -1000023
3027, -8849, -27623
3029, -10000, -1000023
3107, -5407, 310723
3107, 3107, 310723
3150, -10000, -1000023
3150, -9990, -1000023
3150, 4298, -1000023
3152, 3152, 315223
3197, 3197, 319723
3281, -10000, -1000023
3281, -9870, -1000023
3326, -6402, -640223
3364, 3364, 336423
338, -5496, -712323
3406, -10000, -1000023
3409, -7426, -1000023
3409, 3409, 340923
3439, 2515, -884923
3454, 3454, 345423
3539, -8849, -888023
3539, -8849, -897223
3583, -9873, -1000023
3584, -9873, -1000023
3662, -10000, -1000023
3666, 3666, 341023
3666, 3666, 366523
3666, 3666, 366623
367, -10000, -1000023
367, -9873, -1000023
369, -9939, -1000023
3711, -9873, -1000023
3711, 3711, 371123
3777, -10000, -1000023
3795, -10000, -1000023
3801, -10000, -1000023
3878, 3878, 387823
3918, -10000, -1000023
3918, -8849, -1000023
3918, 2689, -425623
3964, 5979, 589323
3968, 3968, 396823
3968, 3968, 401323
4026, 1912, 191223
4174, -10000, -1000023
4221, 3197, 319723
4362, -9873, -1000023
4437, -9873, -1000023
4482, 4482, 448223
463, -9873, -1000023
4649, 4649, -994323
467, -9805, -1000023
4682, -9873, -1000023
4686, -10000, -1000023
4686, -9873, -1000023
4694, -7115, -999023
4694, 4694, -999023
4694, 4694, 469423
4702, -10000, -1000023
4702, -7115, -999023
4719, -10000, -1000023
4739, 4739, 473923
4786, -9936, -1000023
4852, 2638, -1000023
4858, 2515, -884923
4906, 4906, -884923
4906, 4906, -888523
4933, -10000, -1000023
4942, -10000, -1000023
4951, 4951, 495123
4975, -1581, 263823
4975, -8972, 263823
4975, -9873, -1000023
500, -10000, -1000023
500, 1614, -1000023
500, 2903, -976823
5108, -10000, -1000023
5108, -5298, -1000023
5108, -9941, -1000023
5108, 2515, -1000023
5163, 5163, 516323
5194, -10000, -1000023
5195, -8972, -555423
5195, -8972, 263823
5198, -10000, -1000023
5198, -9962, -1000023
5198, -9964, -1000023
5208, 5208, 520823
5229, -9996, -1000023
5231, -10000, -1000023
5231, -9873, -1000023
5253, 5253, -897223
5253, 5253, 525323
5327, -10000, -1000023
537, 537, 53723
537, 751, -468223
5420, 5420, 542023
5449, -9873, -1000023
5465, 5465, 546523
547, -8848, 504723
5510, -4468, 551023
5510, 5510, 551023
5620, 2638, -1000023
5620, 2638, -979523
5620, 2638, -979923
5626, -9990, -1000023
5656, -10000, -1000023
5677, -7185, -872123
5677, -7185, -897223
5677, -9939, -1000023
5677, 5677, -1000023
5677, 5677, 567723
5710, -10000, -1000023
5743, -9873, -1000023
5767, 5767, -179823
5767, 5767, 229823
5767, 5767, 576723
5876, -8849, -987323
590, -10000, -1000023
590, -4596, -1000023
590, -9990, -1000023
5934, 5934, 593423
5979, 5979, 597923
5979, 6008, 597923
5979, 6511, -897223
5999, -8972, 593423
6024, 6024, 602423
6037, -7597, -759723
6121, -6010, -601023
6128, -10000, -1000023
6191, -9990, -1000023
6191, 6166, 619123
6191, 6191, -999023
6191, 6191, 619123
6236, 6105, 251523
6236, 6236, -731323
6236, 6236, 623623
6255, -10000, -1000023
6255, -8972, 263823
6255, -9948, -1000023
6255, 2515, -884923
627, 627, 62723
6379, -9659, -536323
6384, -9994, -1000023
6388, 2638, -1000023
6388, 2638, -986823
6397, 6493, 636123
6445, 2766, -446823
6445, 2766, 151923
6448, -10000, -1000023
6493, 6493, 636123
6493, 6493, 649323
6511, -10000, -1000023
6511, -9873, -1000023
6511, 2515, -891223
6538, 6538, 653823
659, -8111, -814723
6644, -10000, -1000023
6644, 2638, -1000023
6650, -7430, -999023
6705, -7313, 670523
6705, 6705, 670523
6705, 6705, 671323
6708, 2638, -1000023
6750, -9857, -1000023
6750, 6750, -1000023
6750, 6750, -985723
6750, 6750, 661723
6750, 6750, 675023
6767, 5231, -994123
6795, 6578, 251523
6795, 6795, 670123
68, -9883, 6823
68, 68, 6823
6834, -8849, -734723
6879, 7007, -985623
6990, -8847, -1000023
7007, 6867, 573523
7007, 7007, -985623
7007, 7007, 700723
7244, -9994, -1000023
7264, 7264, 726423
7279, -10000, -1000023
729, -9873, -1000023
7309, 7309, 730923
7352, -9889, -1000023
7469, -8972, 263823
7469, -9873, -1000023
7469, -9889, -1000023
7476, 7476, 747623
7530, -9873, -1000023
7535, -9873, -1000023
7535, 2766, -446823
756, 2630, -1000023
7566, -4680, -1000023
7566, 2515, -884923
7566, 2638, -884923
7566, 7566, 756623
7566, 7566, 859023
7566, 7591, 757023
7566, 9622, 962223
7664, -9748, -1000023
7674, 7733, 773323
7725, -10000, -1000023
7725, -9873, -1000023
7733, 7733, 766423
7733, 7733, 773323
7758, -10000, -1000023
7778, 7778, 777823
78, -10000, -1000023
78, -7185, -446823
78, -7344, -446823
7823, 7823, 782323
